BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,M_MORTDUE,M_VALUE,M_YOJ,M_DEROG,M_DELINQ,M_CLAGE,M_NINQ,M_CLNO,M_DEBTINC
0,15300,109767,117552,DebtCon,ProfExe,0,0,0,125.9425923,0,30,37.68939304,0,0,0,0,0,0,0,0,0
0,9300,54088,66961,DebtCon,Other,22,0,0,278.1604735,3,28,40.82354171,0,0,0,0,0,0,0,0,0
0,25500,35782,43031,DebtCon,Other,9,0,0,89.16926731,0,13,28.86528212,1,0,1,1,1,0,1,0,0
1,15500,57993,82248,DebtCon,Other,10,0,0,173.0729685,0,16,32.14246898,0,0,0,0,0,0,0,0,0
0,12900,56798,71364,DebtCon,Other,1,0,0,225.5857631,0,9,33.02128407,0,0,0,0,0,0,0,0,0
0,15000,84832,107207,HomeImp,Other,19,0,0,124.4505323,4,23,28.55818348,0,0,0,0,0,0,0,0,0
0,27000,144901,178093,DebtCon,ProfExe,7,0,0,331.1139721,0,34,40.5665519,0,0,0,0,0,0,0,0,0
0,27500,54511,84470,DebtCon,Other,9,0,1,140.247796,3,29,40.2782983,0,0,0,0,0,0,0,0,0
0,4000,64240,63990,HomeImp,Sales,5,2,0,160.3,1,23,35.69154269,0,0,0,0,0,0,0,0,1
0,25200,75037,102227,DebtCon,Office,9,0,0,148.7297782,0,21,37.23969674,0,0,0,0,0,0,0,0,0
0,15100,81298,108947,DebtCon,ProfExe,9,0,0,194.4434656,1,35,42.24594074,0,0,0,0,0,0,0,0,0
0,10600,80397,203341,HomeImp,Self,14,0,0,11.96373328,0,7,18.73208974,0,0,0,0,0,0,1,0,0
1,30200,80951,116160,DebtCon,ProfExe,19,4,0,130.3603618,0,58,50.35299879,0,0,0,0,0,0,0,0,0
0,10200,78628,92090,DebtCon,Other,10,1,0,164.3178964,6,21,38.72132161,0,0,0,0,0,0,0,0,0
0,7800,15275,30320,DebtCon,Other,2,0,0,295.1134207,0,13,23.24567301,1,0,0,0,0,0,0,0,0
0,13500,67180,85634,DebtCon,Sales,5,0,0,147.3553126,0,35,28.52255337,0,0,0,0,0,0,0,0,0
0,10900,59029,76120,DebtCon,Other,2,0,0,231.7341444,0,10,36.02568383,0,0,0,0,0,0,0,0,0
0,27600,78959,117581,DebtCon,Mgr,10,0,0,165.0058394,0,27,34.99872777,1,0,0,0,0,0,0,0,0
0,9700,32169,54385,HomeImp,Other,10,0,0,314.7328327,1,13,34.17040354,1,0,0,0,0,0,0,0,0
0,23000,213000,280000,HomeImp,ProfExe,7,3,5,468.8666667,0,56,36.85085748,0,0,0,1,0,0,1,0,1
0,59800,42069,72082,DebtCon,Other,4,0,0,78.40407309,0,21,29.01621726,0,0,0,0,0,0,0,0,0
1,23800,55753,87971,HomeImp,Other,1,0,0,56.66709939,0,13,64.77572776,0,0,0,0,0,0,0,0,0
1,19600,109500,136000,DebtCon,ProfExe,12,2,0,183.9666667,3,32,40.51498958,0,0,0,0,0,0,0,0,1
0,14700,106417,123580,HomeImp,ProfExe,9,0,0,166.4960653,3,31,29.31671006,0,0,0,0,0,0,0,0,0
0,48800,47476,105332,HomeImp,Self,9,0,0,194.1389185,3,36,40.65343467,0,0,0,0,0,0,0,0,0
1,25000,104000,188500,DebtCon,Other,0.7,0,11,194.8,1,14,38.12822804,0,0,0,0,0,0,0,0,1
0,13100,74832,98616,HomeImp,ProfExe,6,0,0,101.3622896,1,26,27.02148065,0,0,0,0,0,0,0,0,0
0,12700,29471,48362,HomeImp,Other,9,0,0,79.90287141,0,4,36.0206079,0,0,0,0,0,0,0,0,0
0,12600,62493,77141,NotProvided,Other,13,0,0,266.3331014,0,26,27.0078722,0,0,0,0,0,0,0,0,0
0,22400,69774,107601,DebtCon,Mgr,2,0,0,248.3932369,5,23,40.96299512,0,0,0,1,1,0,0,0,0
0,19600,49984,84519,DebtCon,Other,12,0,0,92.81133322,0,10,7.614065422,0,0,0,0,0,0,0,0,0
0,25000,89000,122000,DebtCon,ProfExe,0,1,0,193.8,3,38,29.43486714,0,0,0,0,0,0,0,0,1
0,11300,240157,73121,NotProvided,NotProvided,4,0,0,193.8,0,26,22.57724619,1,0,1,1,1,1,1,1,0
0,26800,148471,183284,DebtCon,ProfExe,4,0,0,323.2623829,0,35,37.27227131,0,0,0,0,0,0,0,0,0
0,14500,52440,62150,DebtCon,Other,4,0,0,174.6769004,0,13,27.19172091,0,0,0,0,0,0,0,0,0
0,26800,124199,166404,DebtCon,Mgr,1,0,0,243.9420995,2,23,34.50965688,0,0,0,0,0,0,0,0,0
0,9600,53196,63942,DebtCon,Other,16,0,4,227.563684,0,36,24.01676994,0,0,0,0,0,0,0,0,0
0,16200,95465,114758,DebtCon,Other,7,0,0,298.4644353,2,19,32.6225601,0,0,0,0,0,0,0,0,0
0,10600,82365,100272,DebtCon,ProfExe,3,1,0,122.4835943,0,26,33.65164695,0,0,0,0,0,0,0,0,0
0,36000,203680,270992,DebtCon,ProfExe,3,0,0,234.0239751,0,32,29.69634581,0,0,0,0,0,0,0,0,0
0,13000,80587,110064,DebtCon,Other,6,0,0,85.00919673,1,13,33.99003974,0,0,0,0,0,0,0,0,0
1,5000,48437,71277,HomeImp,Other,10,0,0,72.43333333,1,12,40.30825936,1,0,0,0,0,0,0,0,1
0,64900,69786,148769,HomeImp,Office,10,0,0,129.0844789,0,11,43.51994271,0,0,0,0,0,0,0,0,0
0,12300,33061,46277,DebtCon,Other,8,2,1,154.8992783,7,28,39.70178286,0,0,0,1,0,0,0,0,0
0,30000,77853,114746,HomeImp,Other,6,0,0,114.5837225,10,21,43.29474364,0,0,0,1,1,0,0,0,0
0,20700,48134,78954,NotProvided,NotProvided,2,0,0,229.3693761,0,9,37.76048242,0,0,1,1,1,1,1,1,0
0,28400,112996,175817,DebtCon,Sales,17,0,0,303.2820551,1,31,36.2890026,0,0,0,0,0,0,0,0,0
0,33000,18026,57436,DebtCon,Other,0,0,0,94.11896805,0,5,37.74993373,0,0,0,0,0,0,0,0,0
0,12300,102908,124217,HomeImp,ProfExe,9,0,0,159.9940264,2,31,27.7074439,0,0,0,0,0,0,0,0,0
0,29900,230499,294326,DebtCon,ProfExe,15,0,1,250.4910072,2,26,27.92066177,0,0,0,0,0,0,0,0,0
0,17400,113890,135146,DebtCon,NotProvided,16,0,0,174.1014596,1,17,37.6335491,0,0,0,0,0,0,0,0,0
0,27700,76055,126560,DebtCon,Office,0,0,0,310.6263344,1,23,38.98355812,0,0,0,0,0,0,0,0,0
0,15400,101981,145125,DebtCon,Office,3,0,2,105.5525696,3,15,32.6994401,0,0,0,1,1,0,0,0,0
0,12400,115902,146813,DebtCon,ProfExe,1,0,0,288.4676266,0,45,33.05428433,0,0,0,0,0,0,0,0,0
0,12000,15756,53079,HomeImp,Office,23,0,0,259.5550443,0,20,29.39747822,0,0,0,0,0,0,0,0,0
0,16600,9626,96887,HomeImp,Other,14,0,0,263.7662467,0,23,28.67470198,0,0,0,0,0,0,0,0,0
0,5800,27000,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156,1,0,0,0,0,0,0,0,0
0,24300,21660,48475,DebtCon,Other,26,0,0,102.7828355,0,10,23.24795828,0,0,0,0,0,0,0,0,0
0,4300,72021,80027,HomeImp,Other,2,2,0,263.9703003,0,5,36.43209394,0,0,0,0,0,0,0,0,0
0,26800,96895,144482,DebtCon,Mgr,23,0,0,201.9678752,0,13,40.16216065,0,0,0,0,0,0,0,0,0
1,7100,39000,55000,NotProvided,Other,12,0,1,192.7666667,2,31,32.69880046,0,0,0,0,0,0,0,0,1
0,50400,53024,65024,DebtCon,Office,12,0,0,103.1857617,1,25,40.86786973,0,0,0,0,0,0,0,0,0
0,42900,122372,175968,DebtCon,Self,13,0,0,160.7297557,0,4,39.46919961,0,0,0,0,0,0,0,0,0
1,6000,9660,35900,DebtCon,Other,8,0,1,136.3,3,6,37.58435894,0,0,0,0,0,0,0,0,1
1,32300,167000,221100,DebtCon,Mgr,4,0,0,185.7,3,21,42.93355731,0,0,0,0,0,0,0,0,1
0,6800,57436,72310,HomeImp,Office,1,0,0,48.81883648,0,3,40.78739323,1,0,0,0,0,0,0,0,0
1,23300,36000,46571,DebtCon,Other,19,4,0,113.5666667,2,20,38.5882224,0,1,0,0,0,0,0,0,1
1,8000,36000,115800,DebtCon,Other,3,0,0,168.2333333,3,30,27.74405551,0,0,1,0,0,0,0,0,1
0,10700,56197,79272,HomeImp,Other,18,0,0,218.9816622,1,16,34.0153596,0,0,0,0,0,0,0,0,0
0,20100,38614,56295,HomeImp,Self,3,1,0,132.6165215,2,11,25.79265349,0,0,0,0,1,0,1,0,0
0,17200,52011,65800,DebtCon,Other,7,0,1,120.3239792,2,48,30.55651187,0,0,0,0,0,0,0,0,0
0,16500,64992,97348,HomeImp,Office,8,0,0,123.6688208,0,11,36.10792355,0,0,0,1,1,0,0,0,0
0,21200,55203,90639,DebtCon,Other,17,0,0,196.9337486,1,21,32.91387412,0,0,0,0,0,0,0,0,0
0,10600,120137,137090,DebtCon,ProfExe,17,0,1,173.6904615,0,33,30.95890574,0,0,0,1,0,0,0,0,0
0,14100,65994,80037,DebtCon,NotProvided,8,0,0,64.86666667,1,8,27.73520406,0,0,0,1,1,1,1,1,0
0,14700,77565,101320,HomeImp,ProfExe,6,0,0,120.8273719,0,26,25.27620451,0,0,0,0,0,0,0,0,0
0,9700,63488,74374,DebtCon,Office,5,0,0,106.5894523,2,15,26.89601277,0,0,0,0,0,0,0,0,0
0,12900,66126,84472,DebtCon,Other,2,0,2,187.1791987,0,34,29.99503841,0,0,0,1,1,0,1,0,0
0,15200,8723,66817,DebtCon,Sales,0,0,0,309.5026335,0,5,37.7638359,0,0,0,0,0,0,0,0,0
0,7100,25896,33580,DebtCon,Other,1,0,0,29.85636517,9,7,28.27147416,0,0,0,0,0,0,0,0,0
0,15100,81461,93548,DebtCon,Other,2,0,0,160.1036,0,22,41.00736353,0,0,0,0,0,0,0,0,0
1,24200,37500,69860,NotProvided,ProfExe,4,0,0,123.8,0,14,43.20659883,0,1,0,0,0,0,0,0,1
0,11100,54496,71895,HomeImp,Other,6,0,0,125.7657749,0,16,35.50677407,0,0,0,0,0,0,0,0,0
0,14800,64365,85272,DebtCon,Other,0,1,0,242.552368,2,26,29.81963439,0,0,0,0,0,0,0,0,0
1,10000,84000,132965,DebtCon,Sales,30,0,0,325.6333333,1,24,40.34992999,0,0,0,0,0,0,0,0,1
1,20900,55000,79900,HomeImp,Other,2.5,0,0,45.63113553,1,14,43.80929207,0,0,0,0,0,0,0,0,1
0,25600,140649,212089,HomeImp,ProfExe,4,0,0,187.8714209,0,29,40.03321863,0,0,0,0,0,0,0,0,0
0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.2219109,1,33,39.54334149,0,0,0,0,0,0,0,0,0
0,8000,57361,71167,HomeImp,Mgr,2,0,1,130.767035,0,22,29.38198544,0,0,0,0,0,0,0,0,0
0,20000,99300,139150,HomeImp,ProfExe,10,0,0,162.3666667,1,23,21.67927834,0,0,0,0,0,0,0,0,1
1,9700,53000,56000,DebtCon,Office,2,0,0,75.03333333,5,18,39.14005597,0,0,0,0,0,0,0,0,1
0,23500,12630,59600,DebtCon,Other,26,0,0,127.8,0,9,21.11871262,1,0,0,0,0,0,0,0,1
0,31000,51370,103298,DebtCon,Office,0,0,0,175.6096146,2,25,38.09341464,0,0,0,0,0,0,0,0,0
0,24200,68477,91598,DebtCon,Other,16,0,0,88.66520126,0,17,32.52309222,0,0,0,0,0,0,0,0,0
0,8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952,0,0,0,0,0,0,0,0,0
0,18200,4927,30198,DebtCon,Other,19,0,0,89.59983867,1,19,41.23052688,0,0,1,0,0,0,0,0,0
0,13000,11426,72175,HomeImp,Other,14,0,0,367.9400249,0,6,36.56113974,1,0,1,0,0,0,0,0,0
0,12400,83018,96637,DebtCon,Other,2,0,0,95.90213133,2,32,41.24477919,0,0,0,0,0,0,0,0,0
0,11200,68890,84059,DebtCon,Office,12,0,0,254.0196893,3,36,41.4339438,0,0,0,0,0,0,0,0,0
0,23000,26197,56390,DebtCon,Other,28,0,1,314.2737125,0,19,37.74372511,1,0,1,0,0,0,0,0,0
0,12600,58247,72189,HomeImp,Other,30,0,3,198.243176,0,23,35.79425984,0,0,0,0,0,0,0,0,0
0,8000,84282,121045,HomeImp,Office,28,0,0,330.1748556,1,37,35.36268639,0,0,0,0,0,0,0,0,0
0,5000,17659,26550,DebtCon,Other,1.7,0,0,276.9666667,1,14,34.7577402,1,0,0,0,0,0,0,0,1
0,21300,63263,94180,DebtCon,Office,1,0,0,138.3484553,1,22,35.5492951,0,0,0,0,0,0,0,0,0
0,10700,85198,107044,HomeImp,ProfExe,0,0,0,66.75832547,0,19,36.84646682,0,0,0,0,0,0,0,0,0
1,13500,28000,85999,DebtCon,Other,0,6,4,227.2666667,6,37,38.2892023,0,0,0,0,0,0,0,0,1
0,4000,62000,78000,HomeImp,Other,4,0,0,109.5666667,0,15,40.77814232,0,0,0,0,0,0,0,0,1
0,20300,37056,55027,DebtCon,Other,8,0,0,223.5536916,0,13,40.3260493,0,0,1,0,0,0,0,0,0
0,8700,51033,58513,DebtCon,Office,2,0,0,181.8697515,0,20,37.87927833,0,0,0,0,0,0,0,0,0
0,15100,60264,87110,HomeImp,ProfExe,5,0,0,111.399385,0,13,26.06204325,0,0,0,0,0,0,0,0,0
0,9000,56930,67557,DebtCon,Other,0,0,1,118.6995161,2,18,36.68688204,0,0,0,0,0,0,0,0,0
0,16300,67524,85577,DebtCon,Other,8,0,0,75.43432799,3,11,31.76182878,0,0,0,0,0,0,0,0,0
0,11900,85179,122788,HomeImp,Other,10,0,0,151.9333333,0,16,39.43073063,0,0,0,1,1,1,1,1,0
0,9200,57375,69040,DebtCon,Other,0,0,1,116.4187965,2,18,36.62562946,0,0,0,0,0,0,0,0,0
0,8400,35240,54314,DebtCon,Office,8,0,0,210.5800148,1,22,32.57186729,0,0,0,0,0,0,0,0,0
0,14700,30306,44195,HomeImp,Other,9,0,1,87.43122628,2,12,29.40493516,0,0,0,0,0,0,0,0,0
0,13300,76663,96022,DebtCon,ProfExe,10,2,0,180.0294503,1,30,27.04500676,0,0,0,0,0,0,0,0,0
1,17500,110603,142000,DebtCon,Other,1,1,0,163.0666667,3,25,36.88704865,0,0,0,0,0,0,0,0,1
1,14600,124000,168000,DebtCon,ProfExe,4,0,0,146.8666667,2,29,31.16238948,0,0,0,0,0,0,0,0,1
0,16900,17988,137328,DebtCon,Other,9,0,0,360.1469602,0,10,41.90205419,0,0,0,0,0,0,0,0,0
1,43300,10171,45924,DebtCon,Other,5,1,1,207.3007302,0,17,33.67894598,1,0,1,0,0,0,0,0,0
0,12000,14361,67446,HomeImp,Other,6,0,0,356.9333304,0,7,37.93444341,1,0,1,0,0,0,0,0,0
1,12800,54151,83828,DebtCon,Other,13,0,0,132.1602699,0,16,23.47742628,0,0,0,0,0,0,0,0,0
0,10200,46140,56206,DebtCon,NotProvided,8,1,0,115.7806282,1,25,22.31370515,0,0,0,0,0,0,0,0,0
0,7200,36264,48240,DebtCon,Other,15,0,0,82.16666667,0,12,20.06704205,0,0,0,0,0,0,0,0,1
0,8200,58536,66546,DebtCon,Other,1,0,2,118.3973584,2,17,34.71164955,0,0,0,0,0,0,0,0,0
0,10500,60145,63268,HomeImp,Other,4,0,0,122.4960779,0,34,36.73687075,0,0,0,0,0,0,0,0,0
0,29200,116202,160084,DebtCon,ProfExe,6,0,0,124.1214617,3,26,32.64452984,0,0,0,0,0,0,0,0,0
0,8200,117314,132770,DebtCon,Self,4,0,1,176.3345415,0,19,34.55205243,0,0,0,0,0,0,0,0,0
0,11800,67336,82218,DebtCon,Office,12,0,0,255.3135348,3,36,40.87842824,0,0,0,0,0,0,0,0,0
1,9900,23767,39293,DebtCon,Other,5,1,0,145.7657738,0,9,24.60512881,0,0,0,0,0,0,0,0,0
0,23700,76196,100929,DebtCon,Other,17,0,0,180.731154,1,13,41.52602645,0,0,0,0,0,0,0,0,0
0,25700,26059,51800,DebtCon,Other,24,0,0,118.0311312,0,10,23.08547854,0,0,0,0,0,0,0,0,0
0,11500,29281,37717,HomeImp,Mgr,15,0,0,61.91544465,0,9,30.70242855,0,0,0,0,0,0,0,0,0
1,14900,58204,71257,DebtCon,Office,3,3,2,206.5187349,1,50,43.76293027,0,0,0,0,0,0,0,0,0
0,11000,89275,108653,DebtCon,Other,15,0,0,206.9034809,2,15,37.74304708,0,0,0,0,0,0,0,0,0
0,26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,31.87626204,0,0,0,0,0,0,0,0,1
0,49900,45455,102971,HomeImp,Self,9,0,0,197.9633093,2,36,42.06427923,0,0,0,0,0,0,0,0,0
0,15300,42151,53184,DebtCon,Office,1,0,0,81.62597086,1,9,39.00782276,1,0,0,0,0,0,0,0,0
1,16800,44983,65000,DebtCon,Sales,4,2,1,77.03333333,6,43,3.342569837,0,0,0,0,0,0,0,0,1
0,25900,108319,135884,DebtCon,Mgr,8,1,0,188.3758018,5,18,40.50485505,0,0,0,0,0,0,0,0,0
0,42800,7382,71331,HomeImp,Office,16,0,0,321.7808575,0,19,16.54506284,0,0,1,0,0,0,0,0,0
1,25000,59841,108620,NotProvided,Self,20,0,0,101.4666667,0,4,34.59683753,0,0,0,0,0,0,0,0,1
0,24800,98139,121696,DebtCon,Self,3,0,0,208.5232669,1,27,32.64426513,0,0,0,0,0,0,0,0,0
0,15900,48563,64679,DebtCon,ProfExe,4,0,0,156.1013809,2,12,27.80854709,0,0,0,0,0,0,0,0,0
0,17700,36253,57420,DebtCon,ProfExe,3,0,0,267.7835087,1,34,37.93457008,0,0,0,0,0,0,0,0,0
0,39400,148631,207976,HomeImp,ProfExe,6,0,0,151.2569462,0,31,35.43199305,0,0,0,0,0,0,0,0,0
1,14900,54359,78408,DebtCon,Self,4,3,0,129.9677556,0,24,3.016141451,0,0,0,0,0,0,0,0,0
0,19500,58474,89240,DebtCon,Office,6,0,0,172.8721455,0,15,38.82378279,0,0,0,1,1,0,1,0,0
0,37800,111412,166682,DebtCon,Other,8,0,0,251.9567829,3,14,34.88341094,0,0,1,0,0,0,0,0,0
1,9500,25947,40000,HomeImp,Other,10,0,0,36.5,1,1,41.27520899,1,0,0,0,0,0,0,0,1
1,18700,70562,91223,DebtCon,Other,27,0,2,112.7103681,4,35,64.2724769,0,0,0,0,0,0,0,0,0
0,21500,96993,143240,DebtCon,ProfExe,20,0,0,173.3416649,0,25,39.85872689,0,0,0,0,0,0,0,0,0
0,26500,76599,119041,DebtCon,Other,4,0,0,97.26565847,1,31,40.12650973,0,0,0,0,0,0,0,0,0
0,13300,80059,121790,NotProvided,NotProvided,6,0,0,133.3657906,0,13,34.5618314,0,0,1,1,1,1,1,1,0
0,32200,16232,60238,DebtCon,Other,0,0,0,116.7297455,1,5,37.99908153,0,0,0,0,0,0,0,0,0
1,15000,55300,81000,DebtCon,Other,5.3,8,0,259.7333333,4,30,39.54184797,0,0,0,0,0,0,0,0,1
0,21600,45421,75632,DebtCon,Office,2,0,1,230.2422347,0,11,33.45738088,0,0,0,0,0,0,0,0,0
0,15900,38860,68912,DebtCon,ProfExe,9,0,0,250.9275029,1,16,22.17526323,0,0,0,0,0,0,0,0,0
1,15700,53443,77704,DebtCon,Office,2,0,5,73.08753889,0,16,45.19549587,0,0,0,0,0,0,0,0,0
0,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,39.51098574,0,0,0,0,0,0,0,0,1
0,15300,83039,99630,DebtCon,ProfExe,8,1,2,354.4602994,1,42,38.26595101,0,0,0,0,0,0,1,0,0
1,5000,81748,103991,DebtCon,ProfExe,14,1,2,144.0666667,2,17,40.01531648,0,1,0,0,0,0,0,0,1
1,26000,43314,71303,DebtCon,Other,8,0,7,246.3186749,3,23,43.21523351,0,0,0,0,0,0,0,0,0
0,10600,72022,82238,DebtCon,Office,5,1,2,181.7689404,3,30,39.59414827,0,0,0,0,0,0,0,0,0
0,12300,35651,59795,HomeImp,Other,22,0,0,118.6530642,0,23,40.66298165,0,0,0,0,0,0,0,0,0
0,21200,48273,71102,DebtCon,Other,7,0,0,73.30309745,2,19,34.65925993,0,0,0,0,0,0,0,0,0
0,42700,9330,67950,HomeImp,Office,15,0,0,305.7031533,0,19,12.84600617,0,0,1,0,0,0,0,0,0
0,8600,41126,55500,DebtCon,Other,6,0,0,73.03333333,1,11,38.04276786,0,0,0,0,0,0,0,0,1
0,19800,51454,68073,HomeImp,Office,1,0,0,130.9747908,0,17,32.30494412,0,0,0,0,0,0,0,0,0
0,16700,67238,96535,HomeImp,Office,7,0,0,103.4726082,0,10,39.34965052,0,0,0,1,1,0,0,0,0
0,19300,73668,89061,DebtCon,Other,0,2,1,113.4535612,2,25,33.49881538,0,0,0,0,0,0,0,0,0
0,15800,58388,100944,HomeImp,Other,0,0,3,51.52514753,1,10,39.86252014,0,0,0,0,0,0,0,0,0
0,12800,11986,48309,HomeImp,Office,23,0,0,265.2270609,0,20,28.49386194,0,0,0,0,0,0,0,0,0
0,18600,96993,134785,DebtCon,Mgr,14,0,0,173.897513,2,25,33.36326972,0,0,0,0,0,0,0,0,0
1,22500,60700,91000,DebtCon,Self,13,0,0,145.0666667,6,29,41.86363105,0,0,0,0,0,0,0,0,1
0,16000,71861,95315,HomeImp,ProfExe,24,0,0,241.412515,1,23,35.4747731,0,0,0,0,0,0,0,0,0
0,11500,77143,86862,DebtCon,ProfExe,8,0,1,164.5964029,1,12,39.44969272,0,0,0,0,0,0,0,0,0
